step,mean_ep_reward,suc_pct,col_pct,pcol_pct,tmo_pct,n_ep
8073216,15.5832,74.2498,9.6301,15.8409,0.2791,1433
8175616,15.2696,73.5409,11.8029,14.0726,0.5837,1542
8278016,14.5841,72.709,13.311,13.7793,0.2007,1495
8380416,13.6726,71.1405,15.4379,13.4216,0.0,1587
8482816,13.1967,70.2154,14.7077,14.5846,0.4923,1625
8585216,15.826,74.2642,10.13,15.4004,0.2053,1461
8687616,15.3814,73.5217,11.498,14.6518,0.3285,1522
8790016,15.7659,74.2769,12.0615,13.4154,0.2462,1625
8892416,14.643,72.5573,13.1484,13.9928,0.3016,1658
8994816,13.1997,68.6548,14.9112,16.2437,0.1904,1576
9097216,12.7306,68.0513,17.5321,14.2334,0.1833,1637
9199616,14.0354,70.6522,16.1232,13.1039,0.1208,1656
9302016,15.8522,74.1445,12.7376,12.8644,0.2535,1578
9404416,16.8501,75.7096,11.0891,13.2013,0.0,1515
9506816,15.1097,72.5827,11.3868,15.6489,0.3817,1572
9609216,15.7798,74.1107,11.5942,14.0975,0.1976,1518
9711616,14.682,71.7465,14.2953,13.7559,0.2023,1483
9814016,15.4016,73.4917,13.2863,13.0937,0.1284,1558
9916416,12.9963,69.1138,15.4762,15.2116,0.1984,1512
10018816,15.3571,72.8131,12.0201,14.915,0.2517,1589
10121216,14.0869,71.3497,16.3804,12.1472,0.1227,1630
10223616,14.7361,72.2785,14.3671,13.2911,0.0633,1580
10326016,13.5478,69.0385,15.2564,15.3846,0.3205,1560
10428416,14.2834,70.9657,14.9533,13.8941,0.1869,1605
10530816,15.972,73.4591,10.8176,15.6604,0.0629,1590
10633216,15.0588,71.9309,12.7877,15.0895,0.1918,1564
10735616,15.5714,73.407,11.5735,14.8244,0.1951,1538
10838016,14.4436,70.7084,11.4231,17.5495,0.3191,1567
10940416,15.9039,73.2558,12.8553,13.8243,0.0646,1548
11042816,15.816,73.3513,11.9785,14.4684,0.2019,1486
11145216,14.8995,72.3198,13.8704,13.7492,0.0606,1651
11247616,14.2795,71.0032,15.2104,13.7217,0.0647,1545
11350016,14.968,73.2791,14.8936,11.7647,0.0626,1598
11452416,15.2261,73.329,12.5964,13.8817,0.1928,1556
11554816,16.7579,75.964,10.8612,13.0463,0.1285,1556
11657216,15.4751,73.427,13.8057,12.4618,0.3054,1637
11759616,15.1166,73.4908,14.042,12.2703,0.1969,1524
11862016,16.0402,74.6624,11.8328,13.3762,0.1286,1555
11964416,15.9019,73.9884,11.6249,14.3224,0.0642,1557
12066816,15.6577,73.4256,9.8962,16.4706,0.2076,1445
12169216,15.8353,74.0645,11.0323,14.4516,0.4516,1550
12271616,15.9197,73.112,10.5469,16.1458,0.1953,1536
12374016,14.4468,71.2092,11.9002,16.8266,0.064,1563
12476416,15.5528,73.0233,11.2292,15.4153,0.3322,1505
12578816,14.9227,72.4224,11.677,15.7143,0.1863,1610
12681216,13.7884,69.8867,14.3238,15.2565,0.533,1501
12783616,13.9801,70.6529,13.3161,15.9017,0.1293,1547
12886016,13.6728,70.3165,14.3038,15.3165,0.0633,1580
12988416,15.4299,73.7253,12.7774,13.2573,0.24,1667
13090816,13.7346,71.2476,14.6295,13.9962,0.1267,1579
13193216,14.8205,73.1488,11.4187,15.2249,0.2076,1445
13295616,17.3215,76.1144,8.5828,15.0366,0.2661,1503
13398016,14.3479,72.1393,15.6095,11.9403,0.3109,1608
13500416,14.4284,72.0467,13.1868,14.6291,0.1374,1456
13602816,15.7447,73.4721,11.6857,14.5064,0.3358,1489
13705216,15.5138,73.613,11.908,14.2084,0.2706,1478
13807616,15.1391,71.6867,12.0482,16.1312,0.1339,1494
13910016,14.851,72.4236,12.0824,15.2807,0.2132,1407
14012416,16.4954,75.0833,10.4597,14.2572,0.1999,1501
14114816,16.4398,75.3652,11.8194,12.749,0.0664,1506
14217216,14.3047,70.2913,14.4337,14.9515,0.3236,1545
14319616,16.0172,73.8,11.8667,14.1333,0.2,1500
14422016,16.3159,73.9653,10.8144,15.02,0.2003,1498
14524416,16.2873,73.8832,9.4158,16.4261,0.2749,1455
14626816,17.4356,75.8525,9.3946,14.4746,0.2784,1437
14729216,17.0248,75.4676,10.2158,14.3165,0.0,1390
14831616,14.7469,71.6307,13.3423,14.9596,0.0674,1484
14934016,13.8059,70.0685,12.3288,17.3973,0.2055,1460
15036416,15.4066,71.9164,9.547,18.4669,0.0697,1435
15138816,16.1829,73.8292,10.9504,14.876,0.3444,1452
15241216,16.1774,74.4467,11.0664,14.4199,0.0671,1491
15343616,14.7178,71.322,11.7288,16.4746,0.4746,1475
15446016,13.9554,70.1936,10.9267,18.3956,0.4841,1446
15548416,15.4938,72.9803,12.5594,14.2566,0.2037,1473
15650816,15.6663,73.0453,10.1509,16.5295,0.2743,1458
15753216,16.0283,73.1776,8.8464,17.8344,0.1415,1413
15855616,15.8379,72.6141,10.5809,16.6667,0.1383,1446
15958016,15.3205,72.4355,10.0488,17.3761,0.1396,1433
16060416,16.7374,74.6962,8.7205,16.3688,0.2144,1399
16162816,14.4147,71.1446,13.0912,15.6271,0.1371,1459
16265216,15.4075,72.0599,11.618,16.1083,0.2138,1403
16367616,16.4975,73.3196,9.0535,17.4897,0.1372,1458
16470016,17.4491,75.8297,8.7302,15.368,0.0722,1386
16572416,16.6357,74.7354,10.7269,14.5378,0.0,1417
16674816,16.3279,74.2275,10.5337,15.0281,0.2107,1424
16777216,15.2454,72.4187,12.3762,15.0636,0.1414,1414
16879616,15.0385,72.0139,12.2222,15.5556,0.2083,1440
16982016,16.1519,73.8095,11.6246,14.4258,0.1401,1428
17084416,15.2724,71.5447,12.7371,15.4472,0.271,1476
17186816,15.7759,72.7778,13.5417,13.5417,0.1389,1440
17289216,13.9988,70.1982,15.9262,13.8072,0.0684,1463
17391616,14.4347,71.3419,12.8119,15.7788,0.0674,1483
17494016,13.9009,71.4576,14.3729,13.9661,0.2034,1475
17596416,13.9552,70.7011,15.0794,14.0873,0.1323,1512
17698816,14.2962,70.932,12.1302,16.8639,0.074,1352
17801216,14.9979,72.9972,12.7072,14.0193,0.2762,1448
17903616,15.4121,73.6879,10.9167,14.9755,0.4199,1429
18006016,14.1902,71.7896,11.9536,15.847,0.4098,1464
18108416,14.3532,71.6895,11.6112,16.4384,0.2609,1533
18210816,15.4532,73.4973,11.4071,14.7541,0.3415,1464
18313216,15.119,72.7626,12.6459,14.3969,0.1946,1542
18415616,16.6922,75.2101,11.4146,12.9552,0.4202,1428
18518016,14.9143,71.6602,14.3969,13.6187,0.3243,1542
18620416,14.5183,71.6895,15.3947,12.7202,0.1957,1533
18722816,14.1665,69.8787,14.1509,15.7682,0.2022,1484
18825216,15.4938,72.8439,13.8275,13.2573,0.0713,1403
18927616,15.5105,72.9086,13.3848,13.6422,0.0644,1554
19030016,14.2917,70.8701,14.628,14.3127,0.1892,1586
19132416,14.8406,71.5151,12.0539,16.1616,0.2694,1485
19234816,15.9358,73.0556,9.7917,16.875,0.2778,1440
19337216,14.7263,71.6467,12.085,15.7371,0.5312,1506
19439616,14.6733,71.3909,12.1292,16.2821,0.1978,1517
19542016,15.4582,72.9195,10.573,16.1664,0.3411,1466
19644416,15.9339,74.0448,9.2227,16.3373,0.3953,1518
19746816,15.9702,74.1956,9.7792,15.9621,0.0631,1585
19849216,15.4963,72.5407,9.8372,17.1975,0.4246,1413
19951616,15.289,72.8099,12.8488,14.1467,0.1947,1541
20054016,14.9979,71.9584,13.2726,14.704,0.0651,1537
20156416,15.4454,71.6602,12.3865,15.7588,0.1946,1542
20258816,14.9425,71.6033,9.9864,18.2745,0.1359,1472
20361216,15.4533,72.5829,11.8094,15.4696,0.1381,1448
20463616,15.6472,72.4658,12.2603,15.0685,0.2055,1460
20566016,14.5104,70.4836,11.3798,18.0654,0.0711,1406
20668416,14.3357,70.076,12.716,17.0698,0.1382,1447
20770816,17.4905,76.5557,9.1172,14.3271,0.0,1382
20873216,14.2669,70.9474,12.9825,15.6491,0.4211,1425
20975616,15.1426,71.9728,11.7687,16.1905,0.068,1470
21078016,15.2934,72.1414,11.4345,16.1469,0.2772,1443
21180416,15.4063,72.3239,10.2113,17.0423,0.4225,1420
21282816,16.1876,73.715,10.0195,16.0703,0.1952,1537
21385216,16.0807,73.6695,10.7843,15.5462,0.0,1428
21487616,16.3511,73.1293,11.0884,15.7143,0.068,1470
21590016,16.0604,73.0106,10.8753,15.9814,0.1326,1508
21692416,16.5084,73.3013,9.7461,16.7467,0.2059,1457
21794816,15.839,72.7149,8.5266,18.6221,0.1364,1466
21897216,16.9593,75.123,9.2059,15.6008,0.0703,1423
21999616,15.7892,72.9073,11.5016,15.3994,0.1917,1565
22102016,15.1171,72.067,9.7067,17.9469,0.2793,1432
22204416,15.0487,72.0805,11.745,15.7718,0.4027,1490
22306816,14.4886,71.0071,11.2893,17.5112,0.1924,1559
22409216,17.3415,75.6356,7.9096,16.3842,0.0706,1416
22511616,16.0425,72.9874,8.5828,18.1637,0.2661,1503
22614016,15.9986,73.2299,8.8334,17.6669,0.2697,1483
22716416,16.2215,74.3386,7.3413,17.9894,0.3307,1512
22818816,16.7722,74.2254,7.383,18.062,0.3296,1517
22921216,16.5469,73.594,8.0247,17.9698,0.4115,1458
23023616,15.3392,72.5817,10.2068,17.0113,0.2001,1499
23126016,16.7868,75.1359,8.6957,15.8967,0.2717,1472
23228416,15.2726,73.0285,11.1332,15.3082,0.5302,1509
23330816,16.3191,73.7027,9.9579,16.0589,0.2805,1426
23433216,16.6146,73.6842,9.5936,16.1892,0.533,1501
23535616,16.6763,74.1667,9.3056,16.3194,0.2083,1440
23638016,16.8532,74.344,8.3819,17.1283,0.1458,1372
23740416,15.8318,72.8077,9.3589,17.7598,0.0737,1357
23842816,15.7493,72.6508,8.5554,18.5834,0.2104,1426
23945216,17.8511,76.256,7.0888,16.5175,0.1376,1453
24047616,16.3571,73.8044,7.566,18.2727,0.3569,1401
24150016,16.0195,73.9101,9.1281,16.7575,0.2044,1468
24252416,14.4399,70.0348,8.9199,20.8362,0.2091,1435
24354816,14.2799,70.4317,12.5899,16.7626,0.2158,1390
24457216,15.8655,73.5398,9.0781,17.171,0.2111,1421
24559616,16.4475,74.3842,7.741,17.6636,0.2111,1421
24662016,15.2433,72.8959,10.271,16.7618,0.0713,1402
24764416,16.8807,74.2349,7.9715,17.5089,0.2847,1405
24866816,18.2699,77.4629,6.5452,15.722,0.2699,1482
24969216,15.1214,71.4976,10.2139,18.0814,0.207,1449
25071616,16.0299,73.5971,8.6331,17.6978,0.0719,1390
25174016,13.7479,69.5279,11.5165,18.8126,0.1431,1398
25276416,16.5717,73.624,7.9342,18.2273,0.2144,1399
25378816,14.2849,69.5191,11.0325,18.9533,0.495,1414
25481216,16.9306,74.0129,9.3324,16.4393,0.2154,1393
25583616,16.2886,72.792,9.0456,17.6638,0.4986,1404
25686016,18.942,77.9955,5.6518,16.0512,0.3014,1327
25788416,17.3546,75.9124,6.9343,17.0073,0.146,1370
25890816,17.2921,75.4745,7.1533,17.2263,0.146,1370
25993216,16.4105,72.9889,7.8967,18.8192,0.2952,1355
26095616,15.7739,71.706,7.4203,20.7351,0.1387,1442
26198016,15.2285,70.9155,7.1831,21.6197,0.2817,1420
26300416,15.3314,71.6585,6.3681,21.6935,0.2799,1429
26402816,18.0622,76.26,5.2593,18.4076,0.073,1369
26505216,17.4524,75.3425,7.4982,16.943,0.2163,1387
26607616,17.1315,74.5775,7.6761,17.3944,0.3521,1420
26710016,15.9564,73.3952,9.4151,16.9758,0.214,1402
26812416,16.648,73.7553,8.037,17.9943,0.2134,1406
26914816,16.574,73.0769,6.8787,19.6746,0.3698,1352
27017216,17.1378,74.4169,7.8717,17.3469,0.3644,1372
27119616,16.2175,72.9496,6.9065,20.0719,0.0719,1390
27222016,17.356,75.2489,8.2504,16.3585,0.1422,1406
27324416,14.3852,71.3347,11.6371,16.831,0.1972,1521
27426816,14.9689,70.9877,8.5048,20.1646,0.3429,1458
27529216,14.1503,69.454,12.3704,18.0373,0.1382,1447
27631616,14.3829,70.855,12.4164,16.3569,0.3717,1345
27734016,15.3192,72.5057,8.9109,18.2026,0.3808,1313
27836416,18.1487,76.3139,6.3355,17.1346,0.216,1389
27938816,17.8034,75.3283,7.0491,17.5536,0.0691,1447
28041216,16.3721,73.3133,7.7211,18.8906,0.075,1334
28143616,17.3123,75.4825,7.5054,16.5118,0.5004,1399
28246016,16.0547,72.6129,8.1421,19.0229,0.2221,1351
28348416,16.9709,73.8916,6.4039,19.4933,0.2111,1421
28450816,16.4573,74.35,7.3085,17.9902,0.3514,1423
28553216,15.9071,72.3509,8.9123,18.4561,0.2807,1425
28655616,16.7534,73.5507,7.2464,18.8406,0.3623,1380
28758016,16.0606,72.2595,10.2908,17.226,0.2237,1341
28860416,15.932,72.0642,9.3363,18.3078,0.2918,1371
28962816,16.6563,73.7563,7.8587,17.9524,0.4326,1387
29065216,15.2218,70.8399,9.9842,18.7797,0.3962,1262
29167616,16.1368,72.4398,8.2831,18.9759,0.3012,1328
29270016,15.9742,72.8395,8.179,18.6728,0.3086,1296
29372416,16.7007,73.7089,7.5117,18.2316,0.5477,1278
29474816,16.469,73.338,9.7595,16.6195,0.2829,1414
29577216,16.7583,74.0516,7.132,18.5129,0.3035,1318
29679616,17.7292,75.4148,5.7315,18.3258,0.5279,1326
29782016,17.5012,75.5271,7.756,16.1898,0.5271,1328
29884416,14.9621,71.327,10.7425,17.6145,0.316,1266
29986816,16.4911,73.1159,9.1304,17.4638,0.2899,1380
30089216,14.4574,69.41,10.1238,19.8835,0.5827,1373
30191616,15.548,71.6967,9.4595,18.6937,0.1502,1332
30294016,15.8654,72.1595,11.6629,15.8766,0.301,1329
30396416,15.6699,73.0562,10.0077,16.5512,0.3849,1299
30498816,16.4686,74.2792,7.739,17.9818,0.0,1318
30601216,16.6339,73.9785,7.3118,18.3513,0.3584,1395
30703616,15.763,72.6641,8.4942,18.3012,0.5405,1295
30806016,14.8733,71.0731,8.6314,20.0622,0.2333,1286
30908416,15.4833,72.1324,10.2386,17.398,0.2309,1299
31010816,16.8704,74.1501,8.4278,16.9263,0.4958,1412
31113216,16.5684,74.206,6.584,18.9775,0.2324,1291
31215616,17.5384,75.7039,6.6774,17.2164,0.4023,1243
31318016,16.1065,72.9592,8.2362,18.2945,0.5102,1372
31420416,13.7068,69.2708,11.6815,18.75,0.2976,1344
31522816,16.8499,74.4921,8.2017,16.8548,0.4515,1329
31625216,15.8988,73.0329,7.6394,18.8694,0.4584,1309
31727616,15.42,72.0588,8.75,18.9706,0.2206,1360
31830016,16.8127,75.0395,8.6888,16.1137,0.158,1266
31932416,16.5665,74.4113,8.4772,16.719,0.3925,1274
32034816,16.2963,73.5489,9.0375,16.9728,0.4409,1361
32137216,15.9619,73.0502,10.3475,16.5251,0.0772,1295
32239616,15.4217,72.2265,10.635,16.7559,0.3826,1307
32342016,15.8363,72.1665,7.5559,19.7379,0.5397,1297
32444416,14.1808,69.8006,12.3219,17.5214,0.3561,1404
32546816,16.3335,73.8255,8.6503,17.1514,0.3729,1341
32649216,16.0102,73.0109,6.6303,20.0468,0.312,1282
32751616,16.1912,74.0945,8.2677,17.3228,0.315,1270
32854016,16.3597,74.1352,7.0755,18.6321,0.1572,1272
32956416,15.6015,73.0268,9.1954,17.5479,0.2299,1305
33058816,17.3664,74.8603,5.826,18.9944,0.3192,1253
33161216,15.2887,71.4706,10.3676,17.9412,0.2206,1360
33263616,15.8835,71.8628,6.781,20.9665,0.3897,1283
33366016,15.1193,72.5915,10.4556,16.8036,0.1494,1339
33468416,14.5905,71.4505,8.9793,19.2632,0.307,1303
33570816,14.8857,71.9853,9.7059,18.0147,0.2941,1360
33673216,15.7547,72.7901,8.9088,18.0939,0.2072,1448
33775616,17.5929,75.3747,6.8522,17.4161,0.3569,1401
33878016,13.7433,68.8073,13.4993,17.4967,0.1966,1526
33980416,14.7225,70.66,10.1865,18.7948,0.3587,1394
34082816,16.3203,73.508,7.6419,18.1951,0.655,1374
34185216,16.3305,73.6879,7.4878,18.3345,0.4899,1429
34287616,15.7164,71.8864,8.8857,19.0823,0.1457,1373
34390016,13.3451,67.8201,12.7336,19.1696,0.2768,1445
34492416,16.8983,74.5665,7.4422,17.7746,0.2168,1384
34594816,16.9082,74.8441,7.7616,17.325,0.0693,1443
34697216,15.8039,72.4945,7.9737,19.1661,0.3658,1367
34799616,16.0461,73.5641,9.7938,16.3476,0.2946,1358
34902016,16.65,73.8732,7.6761,18.3099,0.1408,1420
35004416,17.063,74.048,6.5585,19.0409,0.3526,1418
35106816,15.982,72.6937,8.7085,18.3764,0.2214,1355
35209216,16.0966,72.4236,5.6859,21.6773,0.2132,1407
35311616,16.175,73.2695,7.732,18.8513,0.1473,1358
35414016,13.8778,69.8524,10.6114,19.3956,0.1405,1423
35516416,14.2259,70.2192,10.2041,19.5011,0.0756,1323
35618816,16.7529,74.6313,7.0059,17.9941,0.3687,1356
35721216,15.7662,73.8506,9.6264,16.2356,0.2874,1392
35823616,15.3911,72.5619,8.8064,18.3406,0.2911,1374
35926016,14.8375,70.3786,9.7253,19.7476,0.1485,1347
36028416,14.7156,70.9402,10.4118,18.4149,0.2331,1287
36130816,17.1106,74.8503,8.0838,16.9162,0.1497,1336
36233216,16.6261,74.6997,8.2583,16.5165,0.5255,1332
36335616,16.5643,74.0821,6.6235,19.1505,0.144,1389
36438016,15.3241,71.7796,7.9672,20.0298,0.2234,1343
36540416,15.2335,71.9531,8.4375,19.2188,0.3906,1280
36642816,17.8288,75.8327,6.8037,16.8675,0.4961,1411
36745216,16.1626,72.9555,9.4692,17.2884,0.2869,1394
36847616,16.1178,73.7206,8.9903,16.7358,0.5533,1446
36950016,15.9716,72.6058,7.7209,19.2279,0.4454,1347
37052416,15.8343,72.0848,9.5406,17.7385,0.636,1415
37154816,15.801,71.6585,9.7971,18.4745,0.07,1429
37257216,14.4923,69.8221,11.5302,18.5053,0.1423,1405
37359616,14.8587,71.3353,11.7562,16.328,0.5806,1378
37462016,16.12,72.9851,6.8657,19.7761,0.3731,1340
37564416,16.3003,72.7794,6.3037,20.3438,0.5731,1396
37666816,16.3291,73.6916,7.8856,18.0042,0.4187,1433
37769216,13.9684,70.5882,10.0944,19.1721,0.1452,1377
37871616,16.2973,73.8129,8.1295,17.6259,0.4317,1390
37974016,16.2785,74.0015,6.8576,18.8395,0.3014,1327
38076416,15.5101,72.469,8.0845,19.1551,0.2913,1373
38178816,16.9472,74.0741,7.1111,18.5926,0.2222,1350
38281216,15.0197,69.9187,9.2818,20.393,0.4065,1476
38383616,15.9709,72.9395,8.8257,17.9431,0.2918,1371
38486016,14.4667,70.1702,9.9926,19.393,0.4441,1351
38588416,15.9536,72.3227,7.9277,19.6106,0.1391,1438
38690816,15.4459,71.4993,7.8501,20.3678,0.2829,1414
38793216,16.6593,73.3668,6.6762,19.8134,0.1436,1393
38895616,16.6699,73.4386,8.5427,17.8033,0.2154,1393
38998016,16.1568,72.549,9.0777,18.228,0.1452,1377
39100416,14.4688,69.9077,10.6458,19.3045,0.1419,1409
39202816,15.5475,71.2389,9.4395,18.9528,0.3687,1356
39305216,17.0675,73.9226,7.1585,18.9189,0.0,1369
39407616,16.9252,74.3666,6.3338,19.225,0.0745,1342
39510016,16.4768,73.3282,7.0715,19.216,0.3843,1301
39612416,16.5395,73.8508,7.7619,18.1613,0.2261,1327
39714816,16.6099,73.2061,6.7176,19.9237,0.1527,1310
39817216,15.9142,71.6247,8.0092,19.7559,0.6102,1311
39919616,15.0067,70.8466,9.0256,19.9681,0.1597,1252
40022016,15.0669,71.2164,11.7397,16.9024,0.1414,1414
40124416,16.0861,73.0282,8.5211,18.0282,0.4225,1420
40226816,13.5656,68.0315,11.1024,20.4724,0.3937,1270
40329216,15.9049,71.5679,10.8027,17.4044,0.2251,1333
40431616,17.087,74.1279,7.6308,17.8779,0.3634,1376
40534016,15.871,72.5758,8.9394,18.1818,0.303,1320
40636416,14.2905,68.5892,9.0413,22.0577,0.3118,1283
40738816,14.1367,69.5375,11.0048,18.8198,0.638,1254
40841216,17.121,73.9567,7.0325,18.3926,0.6182,1294
40943616,17.4096,75.4399,9.0176,15.176,0.3666,1364
41046016,17.7028,74.8186,5.5152,19.4485,0.2177,1378
41148416,16.565,73.1783,6.6667,19.845,0.3101,1290
41250816,17.9459,75.6372,6.2219,17.3163,0.8246,1334
41353216,16.7941,74.1803,8.7432,16.9399,0.1366,1464
41455616,16.2838,72.1906,7.8236,19.559,0.4267,1406
41558016,15.2012,71.116,11.0139,17.5055,0.3647,1371
41660416,15.4394,71.5666,9.9379,18.3575,0.138,1449
41762816,17.1747,73.5835,5.5923,20.4562,0.3679,1359
41865216,15.8916,72.2027,8.9374,18.6488,0.2111,1421
41967616,16.4686,73.1935,8.1585,18.3372,0.3108,1287
42070016,16.1005,72.6457,10.0149,17.0404,0.299,1338
42172416,17.4344,74.5492,7.2816,18.0999,0.0693,1442
42274816,16.027,72.7815,8.2028,18.8665,0.1491,1341
42377216,15.683,72.2953,7.9678,19.5906,0.1462,1368
42479616,16.7446,73.3426,5.3733,21.1445,0.1396,1433
42582016,16.3627,73.7972,6.0696,19.9112,0.2221,1351
42684416,16.1695,73.1602,8.0808,18.3983,0.3608,1386
42786816,17.5755,75.3601,5.6861,18.6505,0.3033,1319
42889216,16.9237,74.1673,7.3279,18.1347,0.3701,1351
42991616,15.1874,70.8014,10.0348,19.0244,0.1394,1435
43094016,16.4448,72.8571,5.6391,21.1278,0.3759,1330
43196416,16.0281,72.2182,8.1455,19.4182,0.2182,1375
43298816,14.9732,71.03,9.4421,19.2418,0.2861,1398
43401216,16.2153,72.7138,8.1784,18.8104,0.2974,1345
43503616,15.3683,71.77,7.8417,20.1643,0.224,1339
43606016,17.4706,74.784,5.5774,19.403,0.2357,1273
43708416,17.0056,73.879,7.1174,18.7189,0.2847,1405
43810816,18.4041,76.6435,5.3364,17.8654,0.1547,1293
43913216,17.1388,74.3194,7.2848,17.9544,0.4415,1359
44015616,17.0432,74.0713,6.5959,19.257,0.0758,1319
44118016,16.805,73.3038,7.8909,18.5841,0.2212,1356
44220416,16.2145,72.4693,7.0552,20.092,0.3834,1304
44322816,16.8725,73.6607,6.1756,19.8661,0.2976,1344
44425216,17.001,73.2278,6.3348,20.362,0.0754,1326
44527616,17.0265,73.871,4.8387,21.0484,0.2419,1240
44630016,16.4942,73.071,5.8642,20.679,0.3858,1296
44732416,17.527,75.2504,5.5079,18.9557,0.2861,1398
44834816,14.709,70.3731,8.3394,20.9949,0.2926,1367
44937216,14.3337,69.876,9.1904,20.423,0.5106,1371
45039616,12.9336,66.8122,10.4076,22.5619,0.2183,1374
45142016,15.1222,71.089,9.7393,18.9417,0.2301,1304
45244416,16.8402,74.3965,7.9005,17.3372,0.3658,1367
45346816,14.2057,69.9071,10.5075,19.1565,0.4289,1399
45449216,15.206,71.6032,10.0647,18.1165,0.2157,1391
45551616,15.1652,72.5291,10.8285,16.2791,0.3634,1376
45654016,16.1326,73.7264,9.8981,16.1572,0.2183,1374
