step,mean_ep_reward,suc_pct,col_pct,pcol_pct,tmo_pct,n_ep
122890240,-9.0371,22.2818,8.0768,45.7498,23.8916,3541
123914240,-7.6359,22.792,8.2621,45.0427,23.9031,3510
124938240,-17.9527,19.0574,10.4801,46.3115,24.1511,3416
125962240,-13.8403,20.3545,8.2047,46.4551,24.9857,3498
126986240,-15.1069,19.707,8.7331,45.9351,25.6248,3481
128010240,-16.3974,19.5027,9.416,47.0243,24.057,3579
129034240,-9.5839,21.9629,8.8583,44.8819,24.297,3556
130058240,-14.7959,19.7191,9.1717,45.7438,25.3654,3489
131082240,-14.3624,19.9943,11.8591,42.6525,25.4941,3491
132106240,-15.7866,19.2342,11.9917,41.9115,26.8626,3369
133130240,-13.1135,20.3038,13.3216,39.9357,26.4388,3423
134154240,-15.7565,19.3778,12.0,41.4519,27.1704,3375
135178240,-15.5675,19.194,13.7313,38.1493,28.9254,3350
136202240,-14.9616,19.6792,13.9788,40.9911,25.3509,3491
137226240,-15.8504,18.9078,13.0358,39.7534,28.303,3406
138250240,-14.567,19.4322,13.6714,40.6284,26.2679,3628
139274240,-13.9718,19.6443,12.0657,42.7907,25.4993,3655
140298240,-17.5888,18.2623,14.9972,40.9795,25.7609,3614
141322240,-16.6304,18.8976,16.0367,40.4724,24.5932,3810
142346240,-17.6154,18.1717,15.1059,39.437,27.2854,3588
143370240,-13.6381,19.7332,11.5898,42.0511,26.6259,3598
144394240,-15.5275,18.8366,11.6336,42.8377,26.692,3679
145418240,-14.1276,19.6068,9.2109,45.6235,25.5588,3713
146442240,-13.4256,19.7195,9.9272,43.6741,26.6793,3707
147466240,-14.0188,19.3863,8.4519,44.8536,27.3082,3585
148490240,-16.7969,18.5352,7.2448,47.8318,26.3882,3782
149514240,-19.1951,17.3467,8.5653,46.3388,27.7493,3701
150538240,-14.3346,19.1658,8.2606,45.229,27.3446,3668
151562240,-16.3929,18.3728,8.083,46.1048,27.4395,3761
152586240,-16.893,18.4345,7.5304,46.0999,27.9352,3705
153610240,-15.6899,18.9636,9.2784,44.357,27.401,3686
154634240,-13.7877,19.5399,7.7328,44.5953,28.1319,3608
155658240,-14.702,19.458,8.6992,45.3659,26.477,3690
156682240,-15.8334,18.6978,9.3211,43.2944,28.6867,3594
157706240,-18.8271,18.2283,10.8508,45.0458,25.8751,3714
158730240,-14.6307,19.5785,10.7321,41.0427,28.6467,3606
159754240,-13.9911,20.1013,12.4777,39.0113,28.4098,3358
160778240,-9.5633,21.348,10.7318,37.9809,29.9393,3457
161802240,-11.9614,20.3624,10.7276,38.9704,29.9396,3477
162826240,-10.1489,21.4634,11.5065,38.4218,28.6083,3485
163850240,-6.4453,22.5638,10.7599,36.7459,29.9304,3448
164874240,-11.7743,20.4182,10.3979,38.6291,30.5547,3443
165898240,-10.4668,20.9602,13.0855,35.1581,30.7963,3416
166922240,-8.9701,21.4977,11.6458,36.2187,30.6378,3512
167946240,-11.0817,20.8518,15.173,32.1503,31.8249,3381
168970240,-19.1574,17.8239,16.5615,33.5437,32.0709,3327
169994240,-20.6005,17.2623,17.5176,32.3229,32.8973,3134
171018240,-18.9941,17.9114,18.6096,31.3297,32.1494,3294
172042240,-20.1533,17.8463,15.2148,37.0538,29.8851,3306
173066240,-17.5013,18.9951,17.2234,33.8949,29.8867,3443
174090240,-19.6429,18.3643,15.7879,35.71,30.1378,3338
175114240,-18.804,18.505,15.1929,35.7034,30.5986,3291
176138240,-16.4508,19.3694,15.9459,34.1141,30.5706,3330
177162240,-16.4331,18.8356,12.2042,36.1146,32.8456,3212
178186240,-17.9632,18.5196,15.4184,33.9965,32.0655,3418
179210240,-14.9625,19.5777,13.3397,35.1568,31.9258,3126
180234240,-15.7318,18.9451,14.0137,34.1448,32.8964,3204
181258240,-21.4566,17.1029,16.6768,34.8144,31.406,3286
182282240,-18.2259,18.4075,15.2589,35.9067,30.4269,3303
183306240,-19.6732,17.9374,16.4007,36.2293,29.4326,3384
184330240,-21.6464,17.1599,17.6084,34.7085,30.5232,3345
185354240,-14.5109,19.7996,14.2423,35.4995,30.4585,3293
186378240,-15.1718,20.0177,15.7429,35.4953,28.7441,3392
187402240,-17.5378,19.2629,15.7789,38.2954,26.6628,3473
188426240,-16.7221,19.0989,14.225,37.2343,29.4418,3529
189450240,-18.3729,18.9101,11.4652,40.4705,29.1543,3358
190474240,-20.0139,18.6272,14.9815,39.6753,26.716,3511
191498240,-14.311,20.4492,11.7853,39.9358,27.8296,3428
192522240,-21.4624,18.0799,13.8403,42.1225,25.9573,3656
193546240,-17.5021,19.2361,11.1793,42.9886,26.596,3587
194570240,-18.0707,19.0738,13.9979,41.1041,25.8242,3822
195594240,-13.8591,20.6004,12.5861,40.9529,25.8606,3631
196618240,-12.7409,20.797,11.7181,41.8844,25.6004,3789
197642240,-15.6928,19.7227,13.6019,40.5441,26.1313,3823
198666240,-9.5158,22.1697,11.006,41.844,24.9803,3807
199690240,-12.668,20.9166,12.1769,41.5401,25.3664,3753
200714240,-8.4579,22.105,11.2108,40.095,26.5893,3791
201738240,-8.6956,22.2725,12.0011,38.8505,26.876,3758
202762240,-9.8294,22.0073,12.6242,39.0486,26.3199,3826
203786240,-11.5151,21.488,11.6304,40.1826,26.6989,3723
204810240,-7.8593,22.8388,10.4856,40.0213,26.6542,3748
